id,is_zone,through_flow_allowed
258,true,true
259,true,true
260,true,true
261,true,true
262,true,true
263,true,true
264,true,true
265,true,true
266,true,true
267,true,true
268,true,true
269,true,true
270,true,true
271,true,true
272,true,true
273,true,true
274,true,true
275,true,true
276,true,true
277,true,true
278,true,true
279,true,true
280,true,true
281,true,true
282,true,true
283,true,true
284,true,true
285,true,true
286,true,true
287,true,true
288,true,true
289,true,true
290,true,true
291,true,true
292,true,true
293,true,true
294,true,true
295,true,true
296,true,true
297,true,true
298,true,true
299,true,true
300,true,true
301,true,true
302,true,true
303,true,true
304,true,true
305,true,true
306,true,true
307,true,true
308,true,true
309,true,true
310,true,true
311,true,true
312,true,true
313,true,true
314,true,true
315,true,true
316,true,true
317,true,true
318,true,true
319,true,true
320,true,true
321,true,true
322,true,true
323,true,true
324,true,true
325,true,true
326,true,true
327,true,true
328,true,true
329,true,true
330,true,true
331,true,true
332,true,true
333,true,true
334,true,true
335,true,true
336,true,true
337,true,true
338,true,true
339,true,true
340,true,true
341,true,true
342,true,true
343,true,true
344,true,true
345,true,true
346,true,true
347,true,true
348,true,true
349,true,true
350,true,true
351,true,true
352,true,true
353,true,true
354,true,true
355,true,true
356,true,true
357,true,true
358,true,true
359,true,true
360,true,true
361,true,true
362,true,true
363,true,true
364,true,true
365,true,true
366,true,true
367,true,true
368,true,true
369,true,true
370,true,true
371,true,true
372,true,true
373,true,true
374,true,true
375,true,true
376,true,true
377,true,true
378,true,true
379,true,true
380,true,true
381,true,true
382,true,true
383,true,true
384,true,true
385,true,true
386,true,true
387,true,true
388,true,true
389,true,true
390,true,true
391,true,true
392,true,true
393,true,true
394,true,true
395,true,true
396,true,true
397,true,true
398,true,true
399,true,true
400,true,true
401,true,true
402,true,true
403,true,true
404,true,true
405,true,true
406,true,true
407,true,true
408,true,true
409,true,true
410,true,true
411,true,true
412,true,true
413,true,true
414,true,true
415,true,true
416,true,true
417,true,true
418,true,true
419,true,true
420,true,true
421,true,true
422,true,true
423,true,true
424,true,true
425,true,true
426,true,true
427,true,true
428,true,true
429,true,true
430,true,true
431,true,true
432,true,true
433,true,true
434,true,true
435,true,true
436,true,true
437,true,true
438,true,true
439,true,true
440,true,true
441,true,true
442,true,true
443,true,true
444,true,true
445,true,true
446,true,true
447,true,true
448,true,true
449,true,true
450,true,true
451,true,true
452,true,true
453,true,true
454,true,true
455,true,true
456,true,true
457,true,true
458,true,true
459,true,true
460,true,true
461,true,true
462,true,true
463,true,true
464,true,true
465,true,true
466,true,true
467,true,true
468,true,true
469,true,true
470,true,true
471,true,true
472,true,true
473,true,true
474,true,true
475,true,true
476,true,true
477,true,true
478,true,true
479,true,true
480,true,true
481,true,true
482,true,true
483,true,true
484,true,true
485,true,true
486,true,true
487,true,true
488,true,true
489,true,true
490,true,true
491,true,true
492,true,true
493,true,true
494,true,true
495,true,true
496,true,true
497,true,true
498,true,true
499,true,true
500,true,true
501,true,true
502,true,true
503,true,true
504,true,true
505,true,true
506,true,true
507,true,true
508,true,true
509,true,true
510,true,true
511,true,true
512,true,true
513,true,true
514,true,true
515,true,true
516,true,true
517,true,true
518,true,true
519,true,true
520,true,true
521,true,true
522,true,true
523,true,true
524,true,true
525,true,true
526,true,true
527,true,true
528,true,true
529,true,true
530,true,true
531,true,true
532,true,true
533,true,true
534,true,true
535,true,true
536,true,true
537,true,true
538,true,true
539,true,true
540,true,true
541,true,true
542,true,true
543,true,true
544,true,true
545,true,true
546,true,true
547,true,true
548,true,true
549,true,true
550,true,true
551,true,true
552,true,true
553,true,true
554,true,true
555,true,true
556,true,true
557,true,true
558,true,true
559,true,true
560,true,true
561,true,true
562,true,true
563,true,true
564,true,true
565,true,true
566,true,true
567,true,true
568,true,true
569,true,true
570,true,true
571,true,true
572,true,true
573,true,true
574,true,true
575,true,true
576,true,true
577,true,true
578,true,true
579,true,true
580,true,true
581,true,true
582,true,true
583,true,true
584,true,true
585,true,true
586,true,true
587,true,true
588,true,true
589,true,true
590,true,true
591,true,true
592,true,true
593,true,true
594,true,true
595,true,true
596,true,true
597,true,true
598,true,true
599,true,true
600,true,true
601,true,true
602,true,true
603,true,true
604,true,true
605,true,true
606,true,true
607,true,true
608,true,true
609,true,true
610,true,true
611,true,true
612,true,true
613,true,true
614,true,true
615,true,true
616,true,true
617,true,true
618,true,true
619,true,true
620,true,true
621,true,true
622,true,true
623,true,true
624,true,true
625,true,true
626,true,true
627,true,true
628,true,true
629,true,true
630,true,true
631,true,true
632,true,true
633,true,true
634,true,true
635,true,true
636,true,true
637,true,true
638,true,true
639,true,true
640,true,true
641,true,true
642,true,true
643,true,true
644,true,true
645,true,true
646,true,true
647,true,true
648,true,true
649,true,true
650,true,true
651,true,true
652,true,true
653,true,true
654,true,true
655,true,true
656,true,true
657,true,true
658,true,true
659,true,true
660,true,true
661,true,true
662,true,true
663,true,true
664,true,true
665,true,true
666,true,true
667,true,true
668,true,true
669,true,true
670,true,true
671,true,true
672,true,true
673,true,true
674,true,true
675,true,true
676,true,true
677,true,true
678,true,true
679,true,true
680,true,true
681,true,true
682,true,true
683,true,true
684,true,true
685,true,true
686,true,true
687,true,true
688,true,true
689,true,true
690,true,true
691,true,true
692,true,true
693,true,true
694,true,true
695,true,true
696,true,true
697,true,true
698,true,true
699,true,true
700,true,true
701,true,true
702,true,true
703,true,true
704,true,true
705,true,true
706,true,true
707,true,true
708,true,true
709,true,true
710,true,true
711,true,true
712,true,true
713,true,true
714,true,true
715,true,true
716,true,true
717,true,true
718,true,true
719,true,true
720,true,true
721,true,true
722,true,true
723,true,true
724,true,true
725,true,true
726,true,true
727,true,true
728,true,true
729,true,true
730,true,true
731,true,true
732,true,true
733,true,true
734,true,true
735,true,true
736,true,true
737,true,true
738,true,true
739,true,true
740,true,true
741,true,true
742,true,true
743,true,true
744,true,true
745,true,true
746,true,true
747,true,true
748,true,true
749,true,true
750,true,true
751,true,true
752,true,true
753,true,true
754,true,true
755,true,true
756,true,true
757,true,true
758,true,true
759,true,true
760,true,true
761,true,true
762,true,true
763,true,true
764,true,true
765,true,true
766,true,true
767,true,true
768,true,true
769,true,true
770,true,true
771,true,true
772,true,true
773,true,true
774,true,true
775,true,true
776,true,true
777,true,true
778,true,true
779,true,true
780,true,true
781,true,true
782,true,true
783,true,true
784,true,true
785,true,true
786,true,true
787,true,true
788,true,true
789,true,true
790,true,true
791,true,true
792,true,true
793,true,true
794,true,true
795,true,true
796,true,true
797,true,true
798,true,true
799,true,true
800,true,true
801,true,true
802,true,true
803,true,true
804,true,true
805,true,true
806,true,true
807,true,true
808,true,true
809,true,true
810,true,true
811,true,true
812,true,true
813,true,true
814,true,true
815,true,true
816,true,true
817,true,true
818,true,true
819,true,true
820,true,true
821,true,true
822,true,true
823,true,true
824,true,true
825,true,true
826,true,true
827,true,true
828,true,true
829,true,true
830,true,true
831,true,true
832,true,true
833,true,true
834,true,true
835,true,true
836,true,true
837,true,true
838,true,true
839,true,true
840,true,true
841,true,true
842,true,true
843,true,true
844,true,true
845,true,true
846,true,true
847,true,true
848,true,true
849,true,true
850,true,true
851,true,true
852,true,true
853,true,true
854,true,true
855,true,true
856,true,true
857,true,true
858,true,true
859,true,true
860,true,true
861,true,true
862,true,true
863,true,true
864,true,true
865,true,true
866,true,true
867,true,true
868,true,true
869,true,true
870,true,true
871,true,true
872,true,true
873,true,true
874,true,true
875,true,true
876,true,true
877,true,true
878,true,true
879,true,true
880,true,true
881,true,true
882,true,true
883,true,true
884,true,true
885,true,true
886,true,true
887,true,true
888,true,true
889,true,true
890,true,true
891,true,true
892,true,true
893,true,true
894,true,true
895,true,true
896,true,true
897,true,true
898,true,true
899,true,true
900,true,true
901,true,true
902,true,true
903,true,true
904,true,true
905,true,true
906,true,true
907,true,true
908,true,true
909,true,true
910,true,true
911,true,true
912,true,true
913,true,true
914,true,true
915,true,true
916,true,true
917,true,true
918,true,true
919,true,true
920,true,true
921,true,true
922,true,true
923,true,true
924,true,true
925,true,true
926,true,true
927,true,true
928,true,true
929,true,true
930,true,true
931,true,true
932,true,true
933,true,true
934,true,true
935,true,true
936,true,true
937,true,true
938,true,true
939,true,true
940,true,true
941,true,true
942,true,true
943,true,true
944,true,true
945,true,true
946,true,true
947,true,true
948,true,true
949,true,true
950,true,true
951,true,true
952,true,true
953,true,true
954,true,true
955,true,true
956,true,true
957,true,true
958,true,true
959,true,true
960,true,true
961,true,true
962,true,true
963,true,true
964,true,true
965,true,true
966,true,true
967,true,true
968,true,true
969,true,true
970,true,true
971,true,true
972,true,true
973,true,true
974,true,true
975,true,true
976,true,true
977,true,true
978,true,true
979,true,true
980,true,true
981,true,true
982,true,true
983,true,true
984,true,true
985,true,true
986,true,true
987,true,true
988,true,true
989,true,true
990,true,true
991,true,true
992,true,true
993,true,true
994,true,true
995,true,true
996,true,true
997,true,true
998,true,true
999,true,true
1000,true,true
1001,true,true
1002,true,true
1003,true,true
1004,true,true
1005,true,true
1006,true,true
1007,true,true
1008,true,true
1009,true,true
1010,true,true
1011,true,true
1012,true,true
1013,true,true
1014,true,true
1015,true,true
1016,true,true
1017,true,true
1018,true,true
1019,true,true
1020,true,true
1021,true,true
1022,true,true
1023,true,true
1024,true,true
1025,true,true
1026,true,true
1027,true,true
1028,true,true
1029,true,true
1030,true,true
1031,true,true
1032,true,true
1033,true,true
1034,true,true
1035,true,true
1036,true,true
1037,true,true
1038,true,true
1039,true,true
1040,true,true
1041,true,true
1042,true,true
1043,true,true
1044,true,true
1045,true,true
1046,true,true
1047,true,true
1048,true,true
1049,true,true
1050,true,true
1051,true,true
1052,true,true
1053,true,true
1054,true,true
1055,true,true
1056,true,true
1057,true,true
1058,true,true
1059,true,true
1060,true,true
1061,true,true
1062,true,true
1063,true,true
1064,true,true
1065,true,true
1066,true,true
1067,true,true
1068,true,true
1069,true,true
1070,true,true
1071,true,true
1072,true,true
1073,true,true
1074,true,true
1075,true,true
1076,true,true
1077,true,true
1078,true,true
1079,true,true
1080,true,true
1081,true,true
1082,true,true
1083,true,true
1084,true,true
1085,true,true
1086,true,true
1087,true,true
1088,true,true
1089,true,true
1090,true,true
1091,true,true
1092,true,true
1093,true,true
1094,true,true
1095,true,true
1096,true,true
1097,true,true
1098,true,true
1099,true,true
1100,true,true
1101,true,true
1102,true,true
1103,true,true
1104,true,true
1105,true,true
1106,true,true
1107,true,true
1108,true,true
1109,true,true
1110,true,true
1111,true,true
1112,true,true
1113,true,true
1114,true,true
1115,true,true
1116,true,true
1117,true,true
1118,true,true
1119,true,true
1120,true,true
1121,true,true
1122,true,true
1123,true,true
1124,true,true
1125,true,true
1126,true,true
1127,true,true
1128,true,true
1129,true,true
1130,true,true
1131,true,true
1132,true,true
1133,true,true
1134,true,true
1135,true,true
1136,true,true
1137,true,true
1138,true,true
1139,true,true
1140,true,true
1141,true,true
1142,true,true
1143,true,true
1144,true,true
1145,true,true
1146,true,true
1147,true,true
1148,true,true
1149,true,true
1150,true,true
1151,true,true
1152,true,true
1153,true,true
1154,true,true
1155,true,true
1156,true,true
1157,true,true
1158,true,true
1159,true,true
1160,true,true
1161,true,true
1162,true,true
1163,true,true
1164,true,true
1165,true,true
1166,true,true
1167,true,true
1168,true,true
1169,true,true
1170,true,true
1171,true,true
1172,true,true
1173,true,true
1174,true,true
1175,true,true
1176,true,true
1177,true,true
1178,true,true
1179,true,true
1180,true,true
1181,true,true
1182,true,true
1183,true,true
1184,true,true
1185,true,true
1186,true,true
1187,true,true
1188,true,true
1189,true,true
1190,true,true
1191,true,true
1192,true,true
1193,true,true
1194,true,true
1195,true,true
1196,true,true
1197,true,true
1198,true,true
1199,true,true
1200,true,true
1201,true,true
1202,true,true
1203,true,true
1204,true,true
1205,true,true
1206,true,true
1207,true,true
1208,true,true
1209,true,true
1210,true,true
1211,true,true
1212,true,true
1213,true,true
1214,true,true
1215,true,true
1216,true,true
1217,true,true
1218,true,true
1219,true,true
1220,true,true
1221,true,true
1222,true,true
1223,true,true
1224,true,true
1225,true,true
1226,true,true
1227,true,true
1228,true,true
1229,true,true
1230,true,true
1231,true,true
1232,true,true
1233,true,true
1234,true,true
1235,true,true
1236,true,true
1237,true,true
1238,true,true
1239,true,true
1240,true,true
1241,true,true
1242,true,true
1243,true,true
1244,true,true
1245,true,true
1246,true,true
1247,true,true
1248,true,true
1249,true,true
1250,true,true
1251,true,true
1252,true,true
1253,true,true
1254,true,true
1255,true,true
1256,true,true
1257,true,true
1258,true,true
1259,true,true
1260,true,true
1261,true,true
1262,true,true
1263,true,true
1264,true,true
1265,true,true
1266,true,true
1267,true,true
1268,true,true
1269,true,true
1270,true,true
1271,true,true
1272,true,true
1273,true,true
1274,true,true
1275,true,true
1276,true,true
1277,true,true
1278,true,true
1279,true,true
1280,true,true
1281,true,true
1282,true,true
1283,true,true
1284,true,true
1285,true,true
1286,true,true
1287,true,true
1288,true,true
1289,true,true
1290,true,true
1291,true,true
1292,true,true
1293,true,true
1294,true,true
1295,true,true
1296,true,true
1297,true,true
1298,true,true
1299,true,true
1300,true,true
1301,true,true
1302,true,true
1303,true,true
1304,true,true
1305,true,true
1306,true,true
1307,true,true
1308,true,true
1309,true,true
1310,true,true
1311,true,true
1312,true,true
1313,true,true
1314,true,true
1315,true,true
1316,true,true
1317,true,true
1318,true,true
1319,true,true
1320,true,true
1321,true,true
1322,true,true
1323,true,true
1324,true,true
1325,true,true
1326,true,true
1327,true,true
1328,true,true
1329,true,true
1330,true,true
1331,true,true
1332,true,true
1333,true,true
1334,true,true
1335,true,true
1336,true,true
1337,true,true
1338,true,true
1339,true,true
1340,true,true
1341,true,true
1342,true,true
1343,true,true
1344,true,true
1345,true,true
1346,true,true
1347,true,true
1348,true,true
1349,true,true
1350,true,true
1351,true,true
1352,true,true
1353,true,true
1354,true,true
1355,true,true
1356,true,true
1357,true,true
1358,true,true
1359,true,true
1360,true,true
1361,true,true
1362,true,true
1363,true,true
1364,true,true
1365,true,true
1366,true,true
1367,true,true
1368,true,true
1369,true,true
1370,true,true
1371,true,true
1372,true,true
1373,true,true
1374,true,true
1375,true,true
1376,true,true
1377,true,true
1378,true,true
1379,true,true
1380,true,true
1381,true,true
1382,true,true
1383,true,true
1384,true,true
1385,true,true
1386,true,true
1387,true,true
1388,true,true
1389,true,true
1390,true,true
1391,true,true
1392,true,true
1393,true,true
1394,true,true
1395,true,true
1396,true,true
1397,true,true
1398,true,true
1399,true,true
1400,true,true
1401,true,true
1402,true,true
1403,true,true
1404,true,true
1405,true,true
1406,true,true
1407,true,true
1408,true,true
1409,true,true
1410,true,true
1411,true,true
1412,true,true
1413,true,true
1414,true,true
1415,true,true
1416,true,true
1417,true,true
1418,true,true
1419,true,true
1420,true,true
1421,true,true
1422,true,true
1423,true,true
1424,true,true
1425,true,true
1426,true,true
1427,true,true
1428,true,true
1429,true,true
1430,true,true
1431,true,true
1432,true,true
1433,true,true
1434,true,true
1435,true,true
1436,true,true
1437,true,true
1438,true,true
1439,true,true
1440,true,true
1441,true,true
1442,true,true
1443,true,true
1444,true,true
1445,true,true
1446,true,true
1447,true,true
1448,true,true
1449,true,true
1450,true,true
1451,true,true
1452,true,true
1453,true,true
1454,true,true
1455,true,true
1456,true,true
1457,true,true
1458,true,true
1459,true,true
1460,true,true
1461,true,true
1462,true,true
1463,true,true
1464,true,true
1465,true,true
1466,true,true
1467,true,true
1468,true,true
1469,true,true
1470,true,true
1471,true,true
1472,true,true
1473,true,true
1474,true,true
1475,true,true
1476,true,true
1477,true,true
1478,true,true
1479,true,true
1480,true,true
1481,true,true
1482,true,true
1483,true,true
1484,true,true
1485,true,true
1486,true,true
1487,true,true
1488,true,true
1489,true,true
1490,true,true
1491,true,true
1492,true,true
1493,true,true
1494,true,true
1495,true,true
1496,true,true
1497,true,true
1498,true,true
1499,true,true
1500,true,true
1501,true,true
1502,true,true
1503,true,true
1504,true,true
1505,true,true
1506,true,true
1507,true,true
1508,true,true
1509,true,true
1510,true,true
1511,true,true
1512,true,true
1513,true,true
1514,true,true
1515,true,true
1516,true,true
1517,true,true
1518,true,true
1519,true,true
1520,true,true
1521,true,true
1522,true,true
1523,true,true
1524,true,true
1525,true,true
1526,true,true
1527,true,true
1528,true,true
1529,true,true
1530,true,true
1531,true,true
1532,true,true
1533,true,true
1534,true,true
1535,true,true
1536,true,true
1537,true,true
1538,true,true
1539,true,true
1540,true,true
1541,true,true
1542,true,true
1543,true,true
1544,true,true
1545,true,true
1546,true,true
1547,true,true
1548,true,true
1549,true,true
1550,true,true
1551,true,true
1552,true,true
1553,true,true
1554,true,true
1555,true,true
1556,true,true
1557,true,true
1558,true,true
1559,true,true
1560,true,true
1561,true,true
1562,true,true
1563,true,true
1564,true,true
1565,true,true
1566,true,true
1567,true,true
1568,true,true
1569,true,true
1570,true,true
1571,true,true
1572,true,true
1573,true,true
1574,true,true
1575,true,true
1576,true,true
1577,true,true
1578,true,true
1579,true,true
1580,true,true
1581,true,true
1582,true,true
1583,true,true
1584,true,true
1585,true,true
1586,true,true
1587,true,true
1588,true,true
1589,true,true
1590,true,true
1591,true,true
1592,true,true
1593,true,true
1594,true,true
1595,true,true
1596,true,true
1597,true,true
1598,true,true
1599,true,true
1600,true,true
1601,true,true
1602,true,true
1603,true,true
1604,true,true
1605,true,true
1606,true,true
1607,true,true
1608,true,true
1609,true,true
1610,true,true
1611,true,true
1612,true,true
1613,true,true
1614,true,true
1615,true,true
1616,true,true
1617,true,true
1618,true,true
1619,true,true
1620,true,true
1621,true,true
1622,true,true
1623,true,true
1624,true,true
1625,true,true
1626,true,true
1627,true,true
1628,true,true
1629,true,true
1630,true,true
1631,true,true
1632,true,true
1633,true,true
1634,true,true
1635,true,true
1636,true,true
1637,true,true
1638,true,true
1639,true,true
1640,true,true
1641,true,true
1642,true,true
1643,true,true
1644,true,true
1645,true,true
1646,true,true
1647,true,true
1648,true,true
1649,true,true
1650,true,true
1651,true,true
1652,true,true
1653,true,true
1654,true,true
1655,true,true
1656,true,true
1657,true,true
1658,true,true
1659,true,true
1660,true,true
1661,true,true
1662,true,true
1663,true,true
1664,true,true
1665,true,true
1666,true,true
1667,true,true
1668,true,true
1669,true,true
1670,true,true
1671,true,true
1672,true,true
1673,true,true
1674,true,true
1675,true,true
1676,true,true
1677,true,true
1678,true,true
1679,true,true
1680,true,true
1681,true,true
1682,true,true
1683,true,true
1684,true,true
1685,true,true
1686,true,true
1687,true,true
1688,true,true
1689,true,true
1690,true,true
1691,true,true
1692,true,true
1693,true,true
1694,true,true
1695,true,true
1696,true,true
1697,true,true
1698,true,true
1699,true,true
1700,true,true
1701,true,true
1702,true,true
1703,true,true
1704,true,true
1705,true,true
1706,true,true
1707,true,true
1708,true,true
1709,true,true
1710,true,true
1711,true,true
1712,true,true
1713,true,true
1714,true,true
1715,true,true
1716,true,true
1717,true,true
1718,true,true
1719,true,true
1720,true,true
1721,true,true
1722,true,true
1723,true,true
1724,true,true
1725,true,true
1726,true,true
1727,true,true
1728,true,true
1729,true,true
1730,true,true
1731,true,true
1732,true,true
1733,true,true
1734,true,true
1735,true,true
1736,true,true
1737,true,true
1738,true,true
1739,true,true
1740,true,true
1741,true,true
1742,true,true
1743,true,true
1744,true,true
1745,true,true
1746,true,true
1747,true,true
1748,true,true
1749,true,true
1750,true,true
1751,true,true
1752,true,true
1753,true,true
1754,true,true
1755,true,true
1756,true,true
1757,true,true
1758,true,true
1759,true,true
1760,true,true
1761,true,true
1762,true,true
1763,true,true
1764,true,true
1765,true,true
1766,true,true
1767,true,true
1768,true,true
1769,true,true
1770,true,true
1771,true,true
1772,true,true
1773,true,true
1774,true,true
1775,true,true
1776,true,true
1777,true,true
1778,true,true
1779,true,true
1780,true,true
1781,true,true
1782,true,true
1783,true,true
1784,true,true
1785,true,true
1786,true,true
1787,true,true
1788,true,true
1789,true,true
1790,true,true
1791,true,true
1792,true,true
1793,true,true
1794,true,true
1795,true,true
1796,true,true
1797,true,true
1798,true,true
1799,true,true
1800,true,true
1801,true,true
1802,true,true
1803,true,true
1804,true,true
1805,true,true
1806,true,true
1807,true,true
1808,true,true
1809,true,true
1810,true,true
1811,true,true
1812,true,true
1813,true,true
1814,true,true
1815,true,true
1816,true,true
1817,true,true
1818,true,true
1819,true,true
1820,true,true
1821,true,true
1822,true,true
1823,true,true
1824,true,true
1825,true,true
1826,true,true
1827,true,true
1828,true,true
1829,true,true
1830,true,true
1831,true,true
1832,true,true
1833,true,true
1834,true,true
1835,true,true
1836,true,true
1837,true,true
1838,true,true
1839,true,true
1840,true,true
1841,true,true
1842,true,true
1843,true,true
1844,true,true
1845,true,true
1846,true,true
1847,true,true
1848,true,true
1849,true,true
1850,true,true
1851,true,true
1852,true,true
1853,true,true
1854,true,true
1855,true,true
1856,true,true
1857,true,true
1858,true,true
1859,true,true
1860,true,true
1861,true,true
1862,true,true
1863,true,true
1864,true,true
1865,true,true
1866,true,true
1867,true,true
1868,true,true
1869,true,true
1870,true,true
1871,true,true
1872,true,true
1873,true,true
1874,true,true
1875,true,true
1876,true,true
1877,true,true
1878,true,true
1879,true,true
1880,true,true
1881,true,true
1882,true,true
1883,true,true
1884,true,true
1885,true,true
1886,true,true
1887,true,true
1888,true,true
1889,true,true
1890,true,true
1891,true,true
1892,true,true
1893,true,true
1894,true,true
1895,true,true
1896,true,true
1897,true,true
1898,true,true
1899,true,true
1900,true,true
1901,true,true
1902,true,true
1903,true,true
1904,true,true
1905,true,true
1906,true,true
1907,true,true
1908,true,true
1909,true,true
1910,true,true
1911,true,true
1912,true,true
1913,true,true
1914,true,true
1915,true,true
1916,true,true
1917,true,true
1918,true,true
1919,true,true
1920,true,true
1921,true,true
1922,true,true
1923,true,true
1924,true,true
1925,true,true
1926,true,true
1927,true,true
1928,true,true
1929,true,true
1930,true,true
1931,true,true
1932,true,true
1933,true,true
1934,true,true
1935,true,true
1936,true,true
1937,true,true
1938,true,true
1939,true,true
1940,true,true
1941,true,true
1942,true,true
1943,true,true
1944,true,true
1945,true,true
1946,true,true
1947,true,true
1948,true,true
1949,true,true
1950,true,true
1951,true,true
1952,true,true
1953,true,true
1954,true,true
1955,true,true
1956,true,true
1957,true,true
1958,true,true
1959,true,true
1960,true,true
1961,true,true
1962,true,true
1963,true,true
1964,true,true
1965,true,true
1966,true,true
1967,true,true
1968,true,true
1969,true,true
1970,true,true
1971,true,true
1972,true,true
1973,true,true
1974,true,true
1975,true,true
1976,true,true
1977,true,true
1978,true,true
1979,true,true
1980,true,true
1981,true,true
1982,true,true
1983,true,true
1984,true,true
1985,true,true
1986,true,true
1987,true,true
1988,true,true
1989,true,true
1990,true,true
1991,true,true
1992,true,true
1993,true,true
1994,true,true
1995,true,true
1996,true,true
1997,true,true
1998,true,true
1999,true,true
2000,true,true
2001,true,true
2002,true,true
2003,true,true
2004,true,true
2005,true,true
2006,true,true
2007,true,true
2008,true,true
2009,true,true
2010,true,true
2011,true,true
2012,true,true
2013,true,true
2014,true,true
2015,true,true
2016,true,true
2017,true,true
2018,true,true
2019,true,true
2020,true,true
2021,true,true
2022,true,true
2023,true,true
2024,true,true
2025,true,true
2026,true,true
2027,true,true
2028,true,true
2029,true,true
2030,true,true
2031,true,true
2032,true,true
2033,true,true
2034,true,true
2035,true,true
2036,true,true
2037,true,true
2038,true,true
2039,true,true
2040,true,true
2041,true,true
2042,true,true
2043,true,true
2044,true,true
2045,true,true
2046,true,true
2047,true,true
2048,true,true
2049,true,true
2050,true,true
2051,true,true
2052,true,true
2053,true,true
2054,true,true
2055,true,true
2056,true,true
2057,true,true
2058,true,true
2059,true,true
2060,true,true
2061,true,true
2062,true,true
2063,true,true
2064,true,true
2065,true,true
2066,true,true
2067,true,true
2068,true,true
2069,true,true
2070,true,true
2071,true,true
2072,true,true
2073,true,true
2074,true,true
2075,true,true
2076,true,true
2077,true,true
2078,true,true
2079,true,true
2080,true,true
2081,true,true
2082,true,true
2083,true,true
2084,true,true
2085,true,true
2086,true,true
2087,true,true
2088,true,true
2089,true,true
2090,true,true
2091,true,true
2092,true,true
2093,true,true
2094,true,true
2095,true,true
2096,true,true
2097,true,true
2098,true,true
2099,true,true
2100,true,true
2101,true,true
2102,true,true
2103,true,true
2104,true,true
2105,true,true
2106,true,true
2107,true,true
2108,true,true
2109,true,true
2110,true,true
2111,true,true
2112,true,true
2113,true,true
2114,true,true
2115,true,true
2116,true,true
2117,true,true
2118,true,true
2119,true,true
2120,true,true
2121,true,true
2122,true,true
2123,true,true
2124,true,true
2125,true,true
2126,true,true
2127,true,true
2128,true,true
2129,true,true
2130,true,true
2131,true,true
2132,true,true
2133,true,true
2134,true,true
2135,true,true
2136,true,true
2137,true,true
2138,true,true
